Open,High,Close,Low,Volume,Date
1.62,1.63,1.61,1.61,2304896,26-09-2018
1.615,1.62,1.615,1.61,3936781,27-09-2018
1.615,1.64,1.625,1.61,5906389,28-09-2018
1.615,1.635,1.625,1.61,1767627,01-10-2018
1.62,1.635,1.63,1.615,4351210,02-10-2018
1.63,1.65,1.64,1.63,4202847,03-10-2018
1.635,1.665,1.655,1.635,3215337,04-10-2018
1.65,1.663,1.66,1.64,2174841,05-10-2018
1.65,1.668,1.645,1.645,1991516,08-10-2018
1.64,1.665,1.655,1.625,3734383,09-10-2018
1.65,1.66,1.645,1.635,4194047,10-10-2018
1.625,1.645,1.635,1.62,5308045,11-10-2018
1.64,1.64,1.62,1.605,6258179,12-10-2018
1.59,1.605,1.605,1.56,6785917,15-10-2018
1.6,1.635,1.635,1.59,5464130,16-10-2018
1.63,1.64,1.615,1.61,4999107,17-10-2018
1.605,1.655,1.65,1.605,3791181,18-10-2018
1.645,1.685,1.68,1.643,2929544,19-10-2018
1.675,1.705,1.68,1.67,7061437,22-10-2018
1.675,1.675,1.655,1.63,3860997,23-10-2018
1.66,1.688,1.67,1.65,4022418,24-10-2018
1.65,1.68,1.655,1.64,6244615,25-10-2018
1.64,1.66,1.65,1.615,3882754,26-10-2018
1.65,1.695,1.69,1.648,3197661,29-10-2018
1.685,1.705,1.69,1.675,3624634,30-10-2018
1.69,1.71,1.71,1.69,4609258,31-10-2018
1.705,1.71,1.695,1.685,4405558,01-11-2018
1.69,1.7,1.69,1.66,4176331,02-11-2018
1.68,1.7,1.685,1.675,4799151,05-11-2018
1.69,1.735,1.735,1.685,2554707,06-11-2018
1.73,1.74,1.71,1.705,9058353,07-11-2018
1.69,1.715,1.7,1.69,4399925,08-11-2018
1.695,1.72,1.71,1.695,6262430,09-11-2018
1.71,1.725,1.715,1.7,6070540,12-11-2018
1.71,1.735,1.71,1.705,6194635,13-11-2018
1.72,1.725,1.69,1.68,7852666,14-11-2018
1.71,1.72,1.685,1.668,7534760,15-11-2018
1.675,1.69,1.665,1.66,3454617,16-11-2018
1.61,1.625,1.6,1.59,5649932,19-11-2018
1.595,1.605,1.605,1.59,2830589,20-11-2018
1.595,1.63,1.62,1.58,7407378,21-11-2018
1.64,1.64,1.625,1.615,6578111,22-11-2018
1.62,1.64,1.635,1.615,4372981,23-11-2018
1.63,1.635,1.615,1.61,4257100,26-11-2018
1.61,1.615,1.595,1.595,5868386,27-11-2018
1.6,1.615,1.59,1.587,6972943,28-11-2018
1.6,1.61,1.585,1.58,5289953,29-11-2018
1.585,1.59,1.545,1.545,15627093,30-11-2018
1.565,1.575,1.56,1.545,6303385,03-12-2018
1.54,1.57,1.565,1.54,6845023,04-12-2018
1.555,1.57,1.56,1.543,8139052,05-12-2018
